ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.000000000000000000e+00,-9.794841972265039942e+00
0.000000000000000000e+00,-1.635601376559492337e-11,-9.794841972265039942e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
0.000000000000000000e+00,0.000000000000000000e+00,-1.079484197226503994e+01
